NOME_STRUTTURA,ASST,INDIRIZZO,RATING_GLOBALE,N_VALUTAZIONI,N_AREE,AREE_SPECIALISTICHE,RATING_DIMENSIONI_JSON,RATING_PER_AREA_JSON,TIPO,CLASSIFICAZIONE,COMUNE,PROVINCIA,LATITUDINE,LONGITUDINE
IRCCS OSPEDALE SAN RAFFAELE TURRO DI MILANO - GRUPPO SAN DONATO,,"VIA STAMIRA D'ANCONA, 20 - MILANO (MI)",4.2,5.0,25.0,"['ANALISI DI LABORATORIO', 'ANGIOLOGIA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA VASCOLARE', 'DERMATOLOGIA', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'IMMUNOLOGIA', 'MALATTIE INFETTIVE E TROPICALI', 'MEDICINA INTERNA - GENERALE', 'NEFROLOGIA', 'NEUROLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OTORINOLARINGOIATRIA', 'PRONTO SOCCORSO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'REUMATOLOGIA', 'RIABILITAZIONE NEUROLOGICA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 3.8, ""Pulizia"": 4.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 4.0, ""Disponibilità e gentilezza del personale medico"": 4.2, ""Disponibilità e gentilezza del personale non medico"": 4.5, ""Chiarezza delle informazioni mediche ricevute"": 4.8, ""Chiarezza delle informazioni amministrative e organizzative"": 4.0, ""Qualità dei pasti"": 3.8, ""Gestione delle visite dei parenti"": 3.8}","{""Urologia e Andrologia"": 5.0}",OSPEDALE,SPOKE,MILANO,MI,45.4991936,9.2291326
OSPEDALE CIVICO DI CODOGNO,ASST LODI,"VIALE MARCONI, 1 - CODOGNO (LO)",4.2,5.0,12.0,"['ANATOMIA PATOLOGICA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEONATOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'PRONTO SOCCORSO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'TERAPIA INTENSIVA', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA']","{""Da consigliare a parenti e amici"": 4.2, ""Pulizia"": 4.2, ""Rispetto della privacy"": 4.2, ""Qualità dell'ospitalità e della struttura"": 4.0, ""Disponibilità e gentilezza del personale medico"": 4.2, ""Disponibilità e gentilezza del personale non medico"": 4.2, ""Chiarezza delle informazioni mediche ricevute"": 4.2, ""Chiarezza delle informazioni amministrative e organizzative"": 4.2, ""Qualità dei pasti"": 3.8, ""Gestione delle visite dei parenti"": 4.2}","{""Fisiopatologia della Riproduzione - PMA"": 5.0, ""Ortopedia e Traumatologia"": 5.0, ""Pronto soccorso"": 5.0, ""Psichiatria e Psicologia"": 1.0, ""Radiologia e Diagnostica per Immagini"": 5.0}",OSPEDALE,SPOKE,CODOGNO,LO,45.1588732,9.7126712
IRCCS MAUGERI TRADATE,,"VIA RONCACCIO, 16 - TRADATE (VA)",4.2,3.0,35.0,"['ALLERGOLOGIA', 'ANALISI DI LABORATORIO', 'ANGIOLOGIA', 'CARDIOCHIRURGIA', 'CARDIOLOGIA', 'CHECK UP', 'CHIRURGIA GENERALE', 'CHIRURGIA PLASTICA E MEDICINA ESTETICA', 'CHIRURGIA VASCOLARE', 'DERMATOLOGIA', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GERIATRIA', 'MEDICINA DEL LAVORO', 'MEDICINA INTERNA - GENERALE', 'NEFROLOGIA', 'NEUROLOGIA', 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PNEUMOLOGIA', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI TERRITORIALI', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 4.7, ""Pulizia"": 5.0, ""Rispetto della privacy"": 4.7, ""Qualità dell'ospitalità e della struttura"": 4.3, ""Disponibilità e gentilezza del personale medico"": 4.7, ""Disponibilità e gentilezza del personale non medico"": 3.3, ""Chiarezza delle informazioni mediche ricevute"": 4.7, ""Chiarezza delle informazioni amministrative e organizzative"": 3.0, ""Qualità dei pasti"": 4.0, ""Gestione delle visite dei parenti"": 2.0}","{""Riabilitazione Neurologica"": 5.0}",OSPEDALE,SPOKE,TRADATE,VA,45.7181672,8.9100975
OSPEDALE CARLO BORRELLA DI GIUSSANO,ASST BRIANZA,"VIA MILANO, 65 - GIUSSANO (MB)",4.2,2.0,5.0,"['CARDIOLOGIA', 'CURE PALLIATIVE - HOSPICE', 'MEDICINA INTERNA - GENERALE', 'ORTOPEDIA E TRAUMATOLOGIA', 'PRONTO SOCCORSO']","{""Da consigliare a parenti e amici"": 4.0, ""Pulizia"": 4.0, ""Rispetto della privacy"": 4.0, ""Qualità dell'ospitalità e della struttura"": 4.0, ""Disponibilità e gentilezza del personale medico"": 4.0, ""Disponibilità e gentilezza del personale non medico"": 4.0, ""Chiarezza delle informazioni mediche ricevute"": 4.0, ""Chiarezza delle informazioni amministrative e organizzative"": 4.0, ""Qualità dei pasti"": 5.0, ""Gestione delle visite dei parenti"": 5.0}","{""Cardiologia"": 5.0, ""Pronto soccorso"": 4.0}",OSPEDALE,SPOKE,GIUSSANO,MB,45.6911923,9.2079267
IEO - ISTITUTO EUROPEO DI ONCOLOGIA DI MILANO,,"VIA RIPAMONTI, 435 - MILANO (MI)",4.1,25.0,39.0,"['ALLERGOLOGIA', 'ANALISI DI LABORATORIO', 'ANATOMIA PATOLOGICA', 'ANGIOLOGIA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA MAXILLO FACCIALE', 'CHIRURGIA PLASTICA E MEDICINA ESTETICA', 'CHIRURGIA TORACICA', 'CURE PALLIATIVE - HOSPICE', 'DERMATOLOGIA', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'IMMUNOLOGIA', 'MEDICINA DEI TRAPIANTI', 'MEDICINA INTERNA - GENERALE', 'MEDICINA NUCLEARE', 'NEUROCHIRURGIA', 'NEUROLOGIA', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOEMATOLOGIA', 'ONCOLOGIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ONCOLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'SERVIZI TERRITORIALI', 'TERAPIA INTENSIVA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 4.5, ""Pulizia"": 4.1, ""Rispetto della privacy"": 4.2, ""Qualità dell'ospitalità e della struttura"": 4.2, ""Disponibilità e gentilezza del personale medico"": 4.0, ""Disponibilità e gentilezza del personale non medico"": 4.1, ""Chiarezza delle informazioni mediche ricevute"": 4.1, ""Chiarezza delle informazioni amministrative e organizzative"": 3.8, ""Qualità dei pasti"": 3.7, ""Gestione delle visite dei parenti"": 4.4}","{""Anatomia Patologica"": 4.0, ""Chirurgia Generale"": 5.0, ""Ginecologia"": 3.0, ""Neurologia"": 4.0, ""Oncologia"": 5.0, ""Radiologia e Diagnostica per Immagini"": 4.0, ""Radioterapia"": 5.0, ""Senologia"": 5.0, ""Servizi Territoriali"": 2.0, ""Urologia e Andrologia"": 5.0}",OSPEDALE,HUB,MILANO,MI,45.4144217,9.2066069
IRCCS OSPEDALE GALEAZZI - SANT'AMBROGIO DI MILANO - GRUPPO SAN DONATO,,"VIA CRISTINA BELGIOIOSO, 173 - MILANO (MI)",4.1,21.0,36.0,"['ALLERGOLOGIA', 'ANALISI DI LABORATORIO', 'ANATOMIA PATOLOGICA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA MAXILLO FACCIALE', 'CHIRURGIA PLASTICA E MEDICINA ESTETICA', 'CHIRURGIA VASCOLARE', 'CHIRURGIA VERTEBRALE', 'DERMATOLOGIA', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEUROCHIRURGIA', 'NEUROLOGIA', 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OTORINOLARINGOIATRIA', 'PENSIONANTI', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO ORTOPEDICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'REUMATOLOGIA', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI TERRITORIALI', 'TERAPIA INTENSIVA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 4.4, ""Pulizia"": 4.2, ""Rispetto della privacy"": 4.5, ""Qualità dell'ospitalità e della struttura"": 3.9, ""Disponibilità e gentilezza del personale medico"": 4.4, ""Disponibilità e gentilezza del personale non medico"": 4.2, ""Chiarezza delle informazioni mediche ricevute"": 4.3, ""Chiarezza delle informazioni amministrative e organizzative"": 4.0, ""Qualità dei pasti"": 3.0, ""Gestione delle visite dei parenti"": 4.4}","{""Cardiologia"": 5.0, ""Chirurgia Maxillo Facciale"": 1.0, ""Ortopedia e Traumatologia"": 5.0, ""Pronto soccorso ortopedico"": 3.0, ""Radiologia e Diagnostica per Immagini"": 5.0, ""Riabilitazione Ortopedica"": 5.0}",OSPEDALE,HUB,MILANO,MI,45.5224116,9.0961509
OSPEDALE G. FORNAROLI DI MAGENTA,ASST OVEST MILANESE,"VIA AL DONATORE DI SANGUE, 50 - MAGENTA (MI)",4.1,13.0,30.0,"['ANATOMIA PATOLOGICA', 'CARDIOLOGIA', 'DERMATOLOGIA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GERIATRIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROLOGIA', 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO PEDIATRICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'REUMATOLOGIA', 'RIABILITAZIONE ORTOPEDICA', 'TERAPIA INTENSIVA', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 4.2, ""Pulizia"": 3.8, ""Rispetto della privacy"": 4.0, ""Qualità dell'ospitalità e della struttura"": 3.9, ""Disponibilità e gentilezza del personale medico"": 4.3, ""Disponibilità e gentilezza del personale non medico"": 4.1, ""Chiarezza delle informazioni mediche ricevute"": 4.0, ""Chiarezza delle informazioni amministrative e organizzative"": 4.1, ""Qualità dei pasti"": 3.5, ""Gestione delle visite dei parenti"": 4.6}","{""Cardiologia"": 5.0, ""Ginecologia"": 3.0, ""Ostetricia"": 5.0, ""Pronto soccorso"": 5.0, ""Pronto soccorso pediatrico"": 3.0}",OSPEDALE,SPOKE,MAGENTA,MI,45.4711284,8.8936029
PRESIDIO OSPEDALIERO SPEDALI CIVILI DI BRESCIA,ASST SPEDALI CIVILI,"PIAZZALE SPEDALI CIVILI, 1 - BRESCIA (BS)",4.0,23.0,54.0,"['ALLERGOLOGIA', 'ANATOMIA PATOLOGICA', 'ASTANTERIA - DEGENZA BREVE', 'CARDIOCHIRURGIA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA MAXILLO FACCIALE', 'CHIRURGIA PLASTICA E MEDICINA ESTETICA', 'CHIRURGIA TORACICA', 'CHIRURGIA VASCOLARE', 'DERMATOLOGIA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'EMODIALISI', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'FISIOPATOLOGIA DELLA RIPRODUZIONE - PMA', 'GASTROENTEROLOGIA', 'GERIATRIA', 'GINECOLOGIA', 'IMMUNOLOGIA', 'MALATTIE INFETTIVE E TROPICALI', 'MEDICINA DEI TRAPIANTI', 'MEDICINA DEL LAVORO', 'MEDICINA INTERNA - GENERALE', 'MEDICINA NUCLEARE', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROCHIRURGIA', 'NEUROLOGIA', ""NEUROLOGIA D'URGENZA E STROKE UNIT"", 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PENSIONANTI', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO GINECOLOGICO', 'PRONTO SOCCORSO ODONTOIATRICO', 'PRONTO SOCCORSO PEDIATRICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'TERAPIA INTENSIVA', 'TERAPIA INTENSIVA NEONATALE', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 4.2, ""Pulizia"": 4.1, ""Rispetto della privacy"": 4.2, ""Qualità dell'ospitalità e della struttura"": 3.9, ""Disponibilità e gentilezza del personale medico"": 4.2, ""Disponibilità e gentilezza del personale non medico"": 3.8, ""Chiarezza delle informazioni mediche ricevute"": 4.0, ""Chiarezza delle informazioni amministrative e organizzative"": 4.0, ""Qualità dei pasti"": 3.8, ""Gestione delle visite dei parenti"": 3.9}","{""Chirurgia Toracica"": 5.0, ""Ginecologia"": 4.0, ""Malattie Infettive e Tropicali"": 4.0, ""Medicina Nucleare"": 4.0, ""Neonatologia"": 2.0, ""Neurochirurgia"": 5.0, ""Oncologia"": 5.0, ""Pneumologia"": 5.0, ""Pronto soccorso ginecologico"": 3.0, ""Radioterapia"": 5.0, ""Reumatologia"": 2.0}",OSPEDALE,HUB,BRESCIA,BS,45.5559495,10.2318187
OSPEDALE BASSINI DI CINISELLO BALSAMO,ASST NORD MILANO,"VIA GORKI, 50 - CINISELLO BALSAMO (MI)",4.0,8.0,32.0,"['ANALISI DI LABORATORIO', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA TORACICA', 'CHIRURGIA VASCOLARE', 'CURE PALLIATIVE - HOSPICE', 'DERMATOLOGIA', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GERIATRIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEFROLOGIA', 'NEUROLOGIA', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO PEDIATRICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'REUMATOLOGIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'TERAPIA INTENSIVA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 3.5, ""Pulizia"": 3.8, ""Rispetto della privacy"": 4.0, ""Qualità dell'ospitalità e della struttura"": 4.3, ""Disponibilità e gentilezza del personale medico"": 3.9, ""Disponibilità e gentilezza del personale non medico"": 4.6, ""Chiarezza delle informazioni mediche ricevute"": 4.0, ""Chiarezza delle informazioni amministrative e organizzative"": 3.5, ""Qualità dei pasti"": 3.2, ""Gestione delle visite dei parenti"": 4.3}","{""Cardiologia"": 5.0, ""Oncologia"": 4.0, ""Ortopedia e Traumatologia"": 5.0, ""Riabilitazione Ortopedica"": 5.0}",OSPEDALE,SPOKE,CINISELLO BALSAMO,MI,45.5464583,9.2154996
NUOVO OSPEDALE DI BRONI E STRADELLA,ASST PAVIA,"VIA ACHILLI, 3 - STRADELLA (PV)",4.0,5.0,15.0,"['CHIRURGIA GENERALE', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GERIATRIA', 'GINECOLOGIA', 'MALATTIE INFETTIVE E TROPICALI', 'NEONATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'PRONTO SOCCORSO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'SERVIZI TERRITORIALI']","{""Da consigliare a parenti e amici"": 4.2, ""Pulizia"": 3.8, ""Rispetto della privacy"": 4.2, ""Qualità dell'ospitalità e della struttura"": 3.8, ""Disponibilità e gentilezza del personale medico"": 4.2, ""Disponibilità e gentilezza del personale non medico"": 4.2, ""Chiarezza delle informazioni mediche ricevute"": 4.8, ""Chiarezza delle informazioni amministrative e organizzative"": 4.8, ""Qualità dei pasti"": 3.0, ""Gestione delle visite dei parenti"": 3.5}",{},OSPEDALE,SPOKE,STRADELLA,PV,45.077764,9.2873989
IRCCS SANTA MARIA NASCENTE DI MILANO - FONDAZIONE DON CARLO GNOCCHI,,"VIA ALFONSO CAPECELATRO, 66 - MILANO (MI)",4.0,1.0,25.0,"['ANALISI DI LABORATORIO', 'ANGIOLOGIA', 'CARDIOLOGIA', 'CHECK UP', 'DERMATOLOGIA', 'GASTROENTEROLOGIA', 'GERIATRIA', 'LUNGODEGENTI', 'MEDICINA INTERNA - GENERALE', 'MEDICINA SPORTIVA', 'NEUROLOGIA', 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OTORINOLARINGOIATRIA', 'PNEUMOLOGIA', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI DOMICILIARI', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 3.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 4.0, ""Disponibilità e gentilezza del personale medico"": 4.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 4.0, ""Chiarezza delle informazioni amministrative e organizzative"": 3.0, ""Qualità dei pasti"": 2.0}","{""Riabilitazione Ortopedica"": 5.0}",OSPEDALE,SPOKE,MILANO,MI,45.4736264,9.1265734
OSPEDALE DEI BAMBINI VITTORE BUZZI DI MILANO,ASST FATEBENEFRATELLI SACCO,"VIA CASTELVETRO, 32 - MILANO (MI)",3.9,7.0,18.0,"['CARDIOLOGIA', 'CHIRURGIA PEDIATRICA', 'CHIRURGIA VASCOLARE', 'CHIRURGIA VERTEBRALE', 'CURE PALLIATIVE - HOSPICE', 'DERMATOLOGIA', 'GINECOLOGIA', 'NEFROLOGIA PEDIATRICA', 'NEONATOLOGIA', 'OCULISTICA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO GINECOLOGICO', 'PRONTO SOCCORSO PEDIATRICO', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI']","{""Da consigliare a parenti e amici"": 4.1, ""Pulizia"": 4.6, ""Rispetto della privacy"": 4.3, ""Qualità dell'ospitalità e della struttura"": 3.9, ""Disponibilità e gentilezza del personale medico"": 4.1, ""Disponibilità e gentilezza del personale non medico"": 3.3, ""Chiarezza delle informazioni mediche ricevute"": 3.6, ""Chiarezza delle informazioni amministrative e organizzative"": 3.3, ""Qualità dei pasti"": 3.9, ""Gestione delle visite dei parenti"": 4.2}","{""Chirurgia Pediatrica"": 5.0, ""Pronto soccorso ginecologico"": 5.0}",OSPEDALE,SPOKE,MILANO,MI,45.4862164,9.1667758
OSPEDALE SANTISSIMA TRINITÀ DI ROMANO DI LOMBARDIA,ASST BERGAMO OVEST,"VIA S. FRANCESCO D'ASSISI, 12 - ROMANO DI LOMBARDIA (BG)",3.9,3.0,13.0,"['ANALISI DI LABORATORIO', 'ANATOMIA PATOLOGICA', 'CHIRURGIA GENERALE', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'PRONTO SOCCORSO', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA']","{""Da consigliare a parenti e amici"": 3.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 4.7, ""Qualità dell'ospitalità e della struttura"": 3.7, ""Disponibilità e gentilezza del personale medico"": 3.7, ""Disponibilità e gentilezza del personale non medico"": 3.7, ""Chiarezza delle informazioni mediche ricevute"": 4.7, ""Chiarezza delle informazioni amministrative e organizzative"": 2.7, ""Qualità dei pasti"": 4.0, ""Gestione delle visite dei parenti"": 4.3}","{""Oncologia"": 3.0}",OSPEDALE,SPOKE,ROMANO DI LOMBARDIA,BG,45.5195324,9.7515752
OSPEDALE CIVILE DI SAN GIOVANNI BIANCO,ASST PAPA GIOVANNI XXIII,"VIA CASTELLI, 5 - SAN GIOVANNI BIANCO (BG)",3.8,3.0,9.0,"['CARDIOLOGIA', 'CHIRURGIA GENERALE', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'ORTOPEDIA E TRAUMATOLOGIA', 'PEDIATRIA', 'PRONTO SOCCORSO', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE ORTOPEDICA']","{""Da consigliare a parenti e amici"": 3.3, ""Pulizia"": 4.3, ""Rispetto della privacy"": 4.3, ""Qualità dell'ospitalità e della struttura"": 4.3, ""Disponibilità e gentilezza del personale medico"": 3.0, ""Disponibilità e gentilezza del personale non medico"": 4.7, ""Chiarezza delle informazioni mediche ricevute"": 3.3, ""Chiarezza delle informazioni amministrative e organizzative"": 4.7, ""Qualità dei pasti"": 1.0, ""Gestione delle visite dei parenti"": 1.0}","{""Pronto soccorso"": 4.5}",OSPEDALE,SPOKE,SAN GIOVANNI BIANCO,BG,45.8711558,9.6549201
ICS MAUGERI PAVIA,,"VIA BOEZIO, 28 - PAVIA (PV)",3.8,2.0,33.0,"['ALLERGOLOGIA', 'ANALISI DI LABORATORIO', 'ANGIOLOGIA', 'CARDIOCHIRURGIA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA PLASTICA E MEDICINA ESTETICA', 'CHIRURGIA VASCOLARE', 'CURE PALLIATIVE - HOSPICE', 'DERMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GERIATRIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEFROLOGIA', 'NEUROLOGIA', 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PNEUMOLOGIA', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI TERRITORIALI', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 4.5, ""Rispetto della privacy"": 4.0, ""Qualità dell'ospitalità e della struttura"": 3.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 3.5, ""Chiarezza delle informazioni mediche ricevute"": 3.0, ""Chiarezza delle informazioni amministrative e organizzative"": 3.0, ""Qualità dei pasti"": 4.0, ""Gestione delle visite dei parenti"": 3.5}","{""Cure Palliative - Hospice"": 5.0}",OSPEDALE,SPOKE,PAVIA,PV,45.1893999,9.1503398
PRESIDIO SOCIO SANITARIO TERRITORIALE DI GORGONZOLA,ASST MELEGNANO E MARTESANA,"VIA BELLINI, 5 - GORGONZOLA (MI)",3.8,2.0,7.0,"['CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CURE PALLIATIVE - HOSPICE', 'GINECOLOGIA', 'ONCOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE ORTOPEDICA']","{""Da consigliare a parenti e amici"": 4.0, ""Pulizia"": 4.5, ""Rispetto della privacy"": 4.5, ""Qualità dell'ospitalità e della struttura"": 2.0, ""Disponibilità e gentilezza del personale medico"": 1.0, ""Disponibilità e gentilezza del personale non medico"": 3.0, ""Chiarezza delle informazioni mediche ricevute"": 4.5, ""Chiarezza delle informazioni amministrative e organizzative"": 4.5, ""Qualità dei pasti"": 4.0, ""Gestione delle visite dei parenti"": 5.0}","{""Ginecologia"": 5.0}",OSPEDALE,SPOKE,GORGONZOLA,MI,45.5335678,9.4141114
